name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Resources Prima,0.026,0.026,-,26 Jul 2019,47.39M,1.83B,30.34%,-0.00,0.00M,-,-,-,38.139,-,-,-,-,-0.28M,-,47.13M,0.95M,0.25M,-,-131.131,-,-,1.24M,-1.39M,-143.014,-1.76M,-144.114,-,-,-,Energy / Coal / 
Revez,0.195,0.195,-,26 Jul 2019,32.66M,167.50M,16.60%,-0.02,2.17M,SGD 0.23753,SGD 0.23753,-,66.638,-,-,-,-,-0.01M,-,32.66M,0.54M,0.01M,-,-111.201,-,-,0.49M,-0.68M,-138.684,-0.59M,-136.730,-74.054,-,-,Technology / Software & Programming / 
RH PetroGas,0.030,0.030,-,26 Jul 2019,22.03M,734.28M,35.70%,0.01,0.27M,SGD 0.04923,SGD 0.04923,11.489,0.284,1.936,-,-,-,16.71M,-,24.01M,42.75M,12.42M,-,3.641,-3.12M,-,77.56M,8.49M,12.011,1.92M,2.882,-8.990,-,-,Energy / Oil & Gas Operations / 
Rich Capital,0.003,0.003,-,26 Jul 2019,22.03M,7.34B,11.49%,-0.00,9.44M,SGD 0.00314,SGD 0.00314,-,-,-,1.082,-,-,7.94M,42.422,29.97M,37.32M,0.70M,-27.594,-13.941,-0.04M,-,-,-2.35M,-,-2.66M,-,-,-,-,Basic Materials / Gold & Silver / 
Roxy-Pacific,0.400,0.400,-,26 Jul 2019,525.16M,1.30B,17.45%,0.02,1.84M,SGD 0.39194,SGD 0.39543,27.605,3.002,20.217,1.042,2.415,2.806,749.14M,46.273,"1,418.95M","1,676.46M",149.08M,4.255,1.147,-16.98M,-,174.93M,25.21M,13.682,18.92M,10.442,-19.958,-26.767,-,Services / Real Estate Operations / 
Ryobi Kiso,0.130,0.130,-,26 Jul 2019,39.79M,296.65M,20.06%,-0.19,0.00M,-,-,-,0.271,-,1.247,-,-,94.48M,15.245,134.28M,202.88M,8.94M,-96.833,-26.154,-2.45M,-,146.91M,-54.58M,-37.152,-56.92M,-40.040,-0.850,-,-,Capital Goods / Construction Services / 
San Teh,0.152,0.152,-,26 Jul 2019,52.81M,342.02M,41.94%,-0.02,0.19M,SGD 0.15366,SGD 0.15366,-,3.155,-,0.293,1.974,-,-35.41M,-,17.48M,191.52M,35.33M,-4.948,-4.554,-13.21M,-,16.74M,-9.11M,-55.307,-9.07M,-55.421,-18.274,-,-,Consumer/Non-Cyclical / Personal & Household Prods. / 
Sanli Env,0.199,0.199,-,26 Jul 2019,53.46M,268.66M,22.70%,0.01,0.14M,SGD 0.18728,SGD 0.18728,24.092,0.749,16.405,2.006,1.256,-,-6.34M,9.064,47.12M,51.97M,9.10M,8.618,4.310,-1.89M,-,71.35M,2.92M,4.098,2.22M,3.058,29.744,4.653,-,Capital Goods / Construction Services / 
Swissco Hldg,0.052,0.052,-,26 Jul 2019,36.38M,675.05M,99.67%,0.09,0.00M,-,-,-,0.752,-,-,-,1.645,344.15M,56.085,351.80M,531.07M,38.87M,13.655,-76.310,-34.75M,-,48.36M,1.73M,-632.267,-430.77M,-890.837,-,-,-,Energy / Oil Well Services & Equipment / 
TA,0.205,0.205,-,26 Jul 2019,106.20M,518.07M,23.40%,-0.03,0.22M,SGD 0.20417,SGD 0.20417,-,0.780,-,0.631,4.878,-,344.81M,139.199,438.12M,709.33M,41.21M,-8.240,-2.155,-6.46M,-,136.08M,-13.91M,-11.503,-17.50M,-11.111,-16.208,-,-,Capital Goods / Construction Services / 
TalkMed,0.495,0.495,-,26 Jul 2019,650.68M,1.31B,14.12%,0.02,0.48M,SGD 0.51682,SGD 0.51682,21.327,9.831,22.048,8.007,3.689,3.917,-80.54M,-,576.69M,91.27M,73.99M,39.574,29.658,-3.93M,-,66.18M,34.00M,53.859,30.51M,42.927,1.712,0.489,-,Services / Personal Services / 
TCIL HK$,HKD 2.370,HKD 2.370,-,26 Jul 2019,"4,771.54M",2.01B,28.82%,0.30,1.03M,HKD 2.43777,HKD 2.43886,7.941,0.303,4.983,0.434,4.641,4.137,"-1,568.33M",11.469,"3,203.22M","18,237.48M","4,987.28M",5.297,3.326,-,-,"15,731.42M",971.75M,6.177,600.90M,4.009,11.456,-21.823,-,Services / Retail (Specialty) / 
Tech Oil & Gas,0.071,0.071,-,26 Jul 2019,16.87M,228.72M,100.00%,-0.03,0.00M,-,-,-,0.259,11.231,-,-,-,44.15M,52.169,49.89M,177.16M,8.98M,1.600,-3.078,-7.02M,-,65.03M,0.64M,-11.013,-4.59M,-9.130,-20.738,-50.822,-,Energy / Oil Well Services & Equipment / 
Teho Intl,0.019,0.019,-,26 Jul 2019,4.45M,234.37M,14.88%,-0.01,0.09M,SGD 0.02692,SGD 0.02692,-,0.069,13.477,0.322,-,-,30.85M,85.950,31.61M,76.29M,4.47M,-11.102,-0.958,-0.69M,-,64.57M,-1.49M,1.063,-0.76M,-1.174,-2.558,-,-,Energy / Oil Well Services & Equipment / 
TeleChoice Intl,0.210,0.210,-,26 Jul 2019,95.43M,454.39M,73.47%,0.01,1.24M,SGD 0.21987,SGD 0.21987,24.138,0.194,14.129,1.348,7.619,5.896,-7.44M,-,87.99M,154.88M,28.76M,5.502,2.587,-1.19M,-,491.72M,6.72M,1.367,4.00M,0.874,-2.538,-16.246,-,Technology / Electronic Instr. & Controls / 
Thakral,0.470,0.470,-,26 Jul 2019,61.50M,130.86M,54.21%,0.07,0.33M,SGD 0.06498,SGD 0.48285,7.757,0.431,3.142,0.464,6.383,-,24.70M,14.696,75.81M,274.24M,30.05M,7.042,7.113,-1.06M,-,142.67M,24.42M,15.286,7.93M,13.195,-17.581,-,-,Consumer Cyclical / Audio & Video Equipment / 
Tiong Seng,0.230,0.230,-,26 Jul 2019,105.71M,444.79M,21.06%,0.02,0.32M,SGD 0.25307,SGD 0.25307,19.675,0.323,4.097,0.377,2.174,2.473,56.05M,5.061,176.48M,665.23M,39.15M,3.252,0.759,-16.63M,-,327.62M,14.90M,3.841,5.20M,1.604,-12.636,-3.642,-,Capital Goods / Construction Services / 
SingMyanmar,0.110,0.110,-,26 Jul 2019,33.33M,303.00M,31.97%,-0.02,0.54M,SGD 0.14337,SGD 0.1434,-,1.043,229.998,0.985,-,-,19.93M,10.074,53.45M,49.91M,0.68M,-8.885,-4.744,-1.49M,-,31.95M,-2.57M,-11.010,-3.29M,-11.078,-,-,-,Technology / Semiconductors / 
SingReinsurance,0.295,0.295,-,26 Jul 2019,178.54M,605.22M,61.08%,0.02,0.57M,SGD 0.28987,SGD 0.28987,20.401,1.580,19.605,0.659,4.407,4.218,-93.22M,-,91.40M,817.73M,-,3.364,1.093,-0.06M,-,112.98M,11.23M,10.056,8.75M,7.773,3.341,-15.471,-,Financial / Insurance (Prop. & Casualty) / 
Sino Techfibre,0.090,0.090,-,26 Jul 2019,91.53M,930.00M,33.82%,-0.01,0.00M,-,-,-,0.609,5.029,-,-,0.815,10.20M,-,99.11M,"2,035.55M",182.89M,-2.657,-3.007,-94.13M,-,150.25M,-49.68M,-8.663,-11.84M,-7.878,6.422,-,-,Consumer Cyclical / Textiles - Non Apparel / 
Sinopipe,0.130,0.130,-,26 Jul 2019,40.34M,287.59M,36.99%,-0.00,0.00M,-,-,-,-,-,-,-,-,-0.23M,-,40.03M,4.72M,1.55M,-,-0.918,-0.29M,-,-,-1.71M,-,-0.33M,-,-,-,-,Basic Materials / Fabricated Plastic & Rubber / 
Soon Lian,0.060,0.060,-,26 Jul 2019,6.48M,108.00M,15.04%,-0.00,0.09M,SGD 0.06248,SGD 0.06248,-,0.192,13.528,0.225,-,-,3.31M,25.098,9.79M,55.29M,5.14M,-0.859,-0.414,-9.07M,-,33.68M,-0.16M,-0.472,-0.25M,-0.739,-1.102,-,-,Basic Materials / Misc. Fabricated Products / 
Soup Restaurant,0.162,0.162,-,26 Jul 2019,48.36M,279.33M,18.00%,0.01,0.23M,SGD 0.1781,SGD 0.1781,22.438,1.082,8.946,3.924,4.012,2.725,5.54M,0.099,38.33M,17.04M,10.04M,20.497,8.325,-1.02M,-,44.67M,2.13M,4.683,2.02M,4.524,4.084,37.692,-,Services / Restaurants / 
Southern Pkg,0.310,0.310,-,26 Jul 2019,21.80M,70.32M,10.17%,-0.01,0.02M,SGD 0.37786,SGD 0.37786,-,0.151,1.934,0.200,1.161,-,39.98M,4.528,61.78M,987.51M,78.73M,-0.406,-0.223,-23.49M,-,144.07M,-2.42M,-0.334,-0.44M,-0.307,0.428,-,-,Basic Materials / Containers & Packaging / 
SP Corp,0.510,0.510,-,26 Jul 2019,17.90M,35.10M,18.47%,0.05,0.05M,SGD 0.57909,SGD 0.57909,7.872,0.149,7.723,0.330,-,-,3.43M,-,7.44M,67.73M,10.46M,3.641,3.317,-0.08M,-,119.98M,2.31M,2.279,2.27M,1.895,-2.221,-4.606,-,Energy / Coal / 
Starland,0.157,0.157,-,26 Jul 2019,22.72M,144.73M,7.99%,0.00,0.04M,SGD 0.13571,SGD 0.13571,12.464,1.702,12.409,0.685,3.185,-,-28.48M,-,-5.76M,226.62M,153.29M,5.597,3.842,-0.03M,-,13.35M,13.82M,20.600,1.82M,13.655,-,-,-,Capital Goods / Construction Services / 
StratechGroup,0.066,0.066,-,26 Jul 2019,10.31M,156.72M,100.00%,-0.04,0.00M,-,-,-,1.871,-,-,-,-,-0.01M,-,10.31M,7.74M,0.02M,-,-79.497,-0.08M,-,5.51M,-3.90M,-70.651,-6.86M,-124.343,-,-,-,Technology / Computer Services / 
Suntar Eco-City,0.230,0.230,-,26 Jul 2019,14.43M,62.76M,18.17%,-0.04,0.05M,SGD 0.16164,SGD 0.16164,-,2.402,-,0.831,-,-,-0.94M,-,-0.49M,137.41M,75.02M,-14.157,-9.991,-1.14M,-,6.01M,-13.78M,-46.633,-2.75M,-45.690,-2.739,-,-,Healthcare / Biotechnology & Drugs / 
SunVic Chemical,0.022,0.022,-,26 Jul 2019,11.74M,532.00M,32.93%,-0.26,0.00M,-,-,-,0.050,-,0.726,-,-,115.00M,120.411,122.58M,"2,261.04M",73.17M,-143.564,-36.155,-48.09M,-,234.63M,-785.77M,-70.973,-172.36M,-76.958,-23.360,-,-,Basic Materials / Chemical Manufacturing / 
SUTL Enterprise,0.570,0.570,-,26 Jul 2019,49.28M,86.46M,40.07%,0.07,0.29M,SGD 0.58684,SGD 0.58684,8.341,2.479,4.366,0.848,3.509,2.222,-46.33M,-,3.88M,126.15M,45.41M,10.491,4.404,-2.67M,-,19.88M,6.69M,36.285,5.91M,28.199,-32.095,-,-,Technology / Computer Hardware / 
Swee Hong,0.003,0.003,-,26 Jul 2019,9.70M,3.23B,32.36%,0.00,0.79M,SGD 0.00436,SGD 0.00436,-,0.378,-,9.974,-,-,18.40M,76.014,30.70M,47.54M,2.33M,12.882,-25.175,-0.01M,-,25.69M,1.23M,-42.018,-10.79M,-42.018,-25.566,-,-,Capital Goods / Construction Services / 
Swiber,0.109,0.109,-,26 Jul 2019,50.74M,460.38M,100.00%,-0.04,0.00M,-,-,-,0.043,1.040,-,-,-,"1,217.05M",110.489,"1,313.62M","2,004.57M",93.03M,-5.269,-0.933,-30.72M,-,"1,174.93M",10.38M,1.936,-35.84M,-2.206,3.437,-,-,Energy / Oil Well Services & Equipment / 
Swing Media Tech,0.460,0.460,-,26 Jul 2019,25.90M,56.62M,84.32%,0.30,0.00M,-,-,-,0.130,0.607,-,-,1.211,39.61M,-,65.51M,"1,931.29M",55.31M,4.968,3.972,-299.70M,-,198.95M,86.87M,7.637,13.00M,6.534,-8.953,-6.830,-,Consumer Cyclical / Recreational Products / 
USP Group,0.075,0.075,-,26 Jul 2019,6.82M,90.29M,31.68%,-0.02,0.15M,SGD 0.0824,SGD 0.0824,-,0.149,3.037,0.137,-,-,41.38M,86.811,31.75M,92.39M,3.26M,-3.429,-0.813,-0.16M,-,45.66M,-1.35M,-2.490,-0.84M,-1.969,-,-,-,Energy / Oil & Gas Operations / 
Versalink,0.077,0.077,-,26 Jul 2019,10.40M,135.00M,16.25%,-0.02,0.06M,SGD 0.08894,SGD 0.08894,-,0.616,-,0.576,-,-,-2.16M,0.527,8.24M,65.21M,8.99M,-12.029,-11.705,-7.40M,-,16.87M,-9.12M,-17.966,-2.32M,-16.311,-12.109,-,-,Consumer Cyclical / Furniture & Fixtures / 
Wong Fong Ind,0.160,0.160,-,26 Jul 2019,37.60M,235.00M,12.59%,0.01,0.50M,SGD 0.15197,SGD 0.15197,16.632,0.666,7.458,0.760,2.375,-,-18.46M,9.221,19.14M,74.41M,23.96M,4.640,3.716,-0.63M,-,56.45M,3.64M,6.444,2.26M,4.898,-9.474,-18.870,-,Capital Goods / Misc. Capital Goods / 
World Precision,0.151,0.151,-,26 Jul 2019,60.40M,400.00M,8.55%,0.00,0.57M,SGD 0.14336,SGD 0.14336,43.123,0.325,4.339,0.284,-,-,5.55M,-,63.44M,"1,563.96M",21.26M,0.576,0.452,-81.01M,-,185.62M,8.45M,0.963,1.40M,0.755,1.761,-42.908,-,Capital Goods / Misc. Capital Goods / 
XMH,0.154,0.154,-,26 Jul 2019,17.63M,109.28M,19.01%,-0.03,0.10M,SGD 0.18024,SGD 0.18024,-,0.227,11.640,-,-,-,-,81.947,64.60M,152.25M,23.55M,-5.624,-,-0.43M,-,77.70M,-3.16M,-4.067,-3.34M,-5.452,-6.669,-,-,Capital Goods / Misc. Capital Goods / 
Yamada Green Res,0.330,0.330,-,26 Jul 2019,58.96M,176.80M,27.88%,-0.01,0.00M,-,-,-,-,-,-,-,-,-0.67M,1.541,58.64M,404.22M,10.54M,11.199,-,-0.70M,-,-,47.20M,-,-,-,-34.944,-25.256,-,Consumer/Non-Cyclical / Crops / 
YHI Intl,0.350,0.350,-,26 Jul 2019,102.30M,292.30M,30.55%,0.04,0.16M,SGD 0.3877,SGD 0.3877,9.016,0.224,4.350,0.399,4.286,3.443,50.06M,3.220,134.71M,393.97M,51.10M,5.478,2.824,-13.99M,-,455.84M,18.02M,3.076,11.35M,2.482,-2.190,9.238,-,Consumer Cyclical / Auto & Truck Parts / 
Yinda Infocomm,0.015,0.015,-,26 Jul 2019,2.28M,152.00M,12.50%,-0.02,0.04M,SGD 0.01725,SGD 0.01725,-,0.126,-,0.411,-,-,3.74M,3.318,2.96M,15.06M,0.67M,-36.962,-6.071,-0.28M,-,18.17M,-2.55M,-5.521,-0.90M,-4.938,1.463,-,-,Services / Communications Services / 
Yongmao,0.700,0.700,-,26 Jul 2019,62.13M,88.75M,13.53%,0.14,0.33M,SGD 0.52685,SGD 0.52685,5.081,0.353,2.768,0.430,4.286,-,11.73M,0.098,73.85M,"1,663.14M",193.65M,9.051,3.782,-17.24M,-,176.16M,76.04M,8.588,12.23M,6.642,-0.538,3.681,-,Capital Goods / Constr. & Agric. Machinery / 
TLV,0.077,0.077,-,26 Jul 2019,43.54M,559.41M,9.91%,0.01,0.22M,SGD 0.08658,SGD 0.08658,12.300,0.366,9.668,0.416,2.844,-,22.89M,9.842,66.43M,173.57M,11.53M,3.378,2.125,-6.71M,-,119.04M,4.19M,3.517,3.50M,2.912,-3.521,-20.030,-,Services / Retail (Specialty) / 
Top Glove,1.520,1.520,-,26 Jul 2019,"11,829.92M",2.56B,53.79%,0.17,98.34M,SGD 1.58362,SGD 1.58362,30.489,2.450,20.350,4.800,1.840,2.349,"1,990.74M",55.933,"13,684.30M","5,270.56M",358.55M,19.587,7.479,-458.81M,-,"4,829.52M",549.96M,11.676,392.70M,8.202,12.060,16.468,-,Healthcare / Medical Equipment & Supplies / 
Tosei,9.500,9.500,-,26 Jul 2019,"57,433.23M",47.54M,62.06%,141.10,4.12M,-,-,7.474,0.905,6.834,1.025,2.536,2.369,"51,120.62M",130.170,"105,937.90M","138,768.54M","26,520.57M",13.958,5.442,"-8,820.06M",-,"63,475.31M","10,875.81M",18.831,"7,639.89M",12.036,10.989,26.798,-,Capital Goods / Construction Services / 
Transcorp,0.010,0.010,-,26 Jul 2019,2.69M,269.39M,19.06%,-0.05,0.27M,SGD 0.01131,SGD 0.01131,-,1.113,-,1.663,-,-,1.74M,57.590,5.46M,9.60M,0.02M,-133.691,-109.834,-0.02M,-,2.42M,-13.68M,-548.240,-12.94M,-561.491,35.129,-,-,Services / Retail (Specialty) / 
Travelite,0.111,0.111,-,26 Jul 2019,7.00M,63.10M,27.71%,0.00,0.00M,SGD 0.13648,SGD 0.13648,32.647,0.164,4.240,0.284,-,-,0.65M,42.537,7.65M,59.29M,9.92M,0.895,0.479,-0.85M,-,42.78M,0.40M,0.933,0.22M,0.650,-9.095,-,-,Services / Retail (Apparel) / 
TrickleStar,0.320,0.320,-,26 Jul 2019,26.17M,81.79M,37.65%,0.04,-,SGD 0.31767,SGD 0.31767,-,-,-,-,-,-,-,-,24.05M,11.18M,1.55M,42.479,-,-0.01M,-,-,2.31M,-,-,-,-,-,-,Technology / Electronic Instr. & Controls / 
Tritech,0.030,0.030,-,26 Jul 2019,28.35M,944.87M,56.22%,-0.01,73.95M,SGD 0.04391,SGD 0.04395,-,0.714,-,1.021,-,-,28.00M,1.356,56.35M,107.91M,6.55M,-20.685,-7.223,-1.97M,-,39.73M,-5.30M,-13.329,-8.36M,-21.407,-9.533,-,-,Capital Goods / Construction Services / 
Triyards,0.084,0.084,-,26 Jul 2019,27.56M,324.51M,100.00%,-0.66,0.00M,-,-,-,0.174,-,-,-,-,187.59M,0.728,215.16M,358.29M,32.59M,-114.284,-38.843,-7.03M,-,158.87M,-94.05M,-80.936,-222.11M,-139.805,-91.933,-,-,Energy / Oil Well Services & Equipment / 
TSH,0.200,0.200,-,26 Jul 2019,8.87M,44.36M,12.89%,-0.06,0.11M,SGD 0.28117,SGD 0.25705,-,-,-,0.495,-,-,-1.06M,-,7.82M,5.34M,1.06M,-14.795,-13.749,-,-,-,-0.78M,-,-0.78M,-,-,-,-,Services / Restaurants / 
TT Intl,0.014,0.014,-,26 Jul 2019,14.65M,1.05B,52.78%,-0.03,0.00M,-,-,-,0.104,-,-,-,-,474.26M,-,480.73M,322.14M,6.25M,-,-39.498,-4.65M,-,141.39M,-184.75M,-125.400,-116.11M,-138.706,-12.510,-,-,Services / Retail (Technology) / 
TTJ,0.235,0.235,-,26 Jul 2019,82.25M,349.50M,13.00%,0.03,0.21M,SGD 0.2757,SGD 0.2757,20.294,1.104,12.344,0.592,2.979,6.579,-29.49M,0.060,29.58M,166.68M,56.75M,6.608,2.287,-23.84M,-,74.48M,10.64M,7.339,4.03M,5.214,-6.166,-9.686,-,Capital Goods / Construction Services / 
Tye Soon,0.120,0.120,-,26 Jul 2019,10.47M,87.27M,25.83%,-0.01,0.25M,SGD 0.13558,SGD 0.13558,-,0.048,-,0.198,4.775,-,64.44M,0.072,74.92M,156.70M,14.71M,-2.107,-0.686,-0.25M,-,216.11M,2.54M,1.176,-1.14M,-0.502,2.220,-,-,Consumer Cyclical / Auto & Truck Parts / 
UG Healthcare,0.161,0.161,-,26 Jul 2019,31.12M,193.30M,17.60%,0.02,0.85M,SGD 0.19558,SGD 0.19558,9.399,0.357,7.184,0.722,1.460,-,30.60M,13.056,51.23M,85.18M,6.73M,10.962,3.339,-4.68M,-,87.23M,5.16M,5.380,3.30M,3.285,6.629,-0.896,-,Healthcare / Medical Equipment & Supplies / 
Union Steel,0.375,0.375,-,26 Jul 2019,14.77M,39.38M,25.88%,0.03,0.04M,SGD 0.40829,SGD 0.40829,13.681,0.214,2.392,0.223,-,-,16.01M,6.942,31.45M,117.07M,18.27M,1.465,0.779,-2.29M,-,68.96M,1.58M,2.172,1.07M,1.254,-5.277,-31.216,-,Basic Materials / Iron & Steel / 
United Food,0.060,0.060,-,26 Jul 2019,9.47M,157.90M,29.88%,-,0.04M,SGD 0.12276,SGD 0.12276,0.628,0.570,0.615,0.192,-,-,-12.70M,-,-3.23M,363.71M,73.83M,-,27.637,-0.23M,-,16.63M,80.12M,96.517,15.93M,95.408,-,-,-,Consumer/Non-Cyclical / Food Processing / 
United Global,0.490,0.490,-,26 Jul 2019,154.94M,316.21M,17.56%,0.03,0.09M,SGD 0.45735,SGD 0.45735,15.072,1.118,13.236,2.915,2.041,-,-5.61M,0.305,156.60M,59.70M,6.08M,21.955,12.613,-0.69M,-,138.55M,9.64M,9.367,10.28M,7.484,-1.025,15.720,-,Energy / Oil & Gas Operations / 
Universal Res,0.170,0.170,-,26 Jul 2019,4.11M,24.09M,77.80%,-3.78,0.00M,-,-,-,411.021,-,-,-,3.360,-9.18M,-,-6.40M,85.00M,10.51M,-69.118,-60.566,-10.53M,-,0.01M,-76.79M,"-706,230.000",-71.50M,"-714,990.000",-31.460,-,-,Energy / Oil Well Services & Equipment / 
Yorkshine,0.480,0.480,-,26 Jul 2019,91.23M,191.48M,32.72%,0.18,0.00M,-,-,-,4.064,2.525,-,-,-,30.02M,-,121.25M,51.96M,0.50M,-,43.060,-4.51M,-,22.45M,23.87M,145.384,33.49M,145.329,-44.292,-,-,Basic Materials / Misc. Fabricated Products / 
Yunnan Energy,0.096,0.096,-,26 Jul 2019,845.59M,275.44M,26.95%,-0.03,0.43M,SGD 0.09995,SGD 0.09995,-,1.330,185.889,2.830,-,-,-161.36M,-,684.23M,69.73M,24.05M,-1.721,-0.998,-6.00M,-,635.71M,-0.38M,-0.467,-8.18M,-1.446,-15.780,-,-,Technology / Scientific & Technical Instr. / 
YuuZoo Networks,0.038,0.038,-,26 Jul 2019,30.03M,790.25M,79.32%,-0.10,0.00M,-,-,-,1.142,-,-,-,-,-1.41M,-,26.79M,46.48M,3.24M,-163.343,-120.648,-0.47M,-,26.29M,-93.52M,-298.231,-77.72M,-296.911,-,-,-,Technology / Computer Services / 
YZJ Shipbldg CNY,CNY 5.280,CNY 5.280,-,26 Jul 2019,"5,722.67M",3.95B,62.12%,0.20,437.10M,-,-,7.467,1.171,6.619,0.962,3.472,3.443,"-3,319.74M",10.024,"2,829.19M","44,911.48M","18,615.42M",13.199,8.738,-493.01M,-,"4,887.56M","4,565.00M",19.607,764.58M,15.605,9.434,2.484,-,Transportation / Water Transportation / 
Zhongmin Baihui,0.720,0.720,-,26 Jul 2019,141.35M,191.83M,22.75%,0.05,0.08M,SGD 0.74004,SGD 0.73562,17.820,0.728,10.614,4.381,3.472,-,23.16M,-,100.16M,594.50M,207.02M,22.063,5.201,-1.92M,-,194.17M,65.17M,6.334,7.75M,3.991,2.394,32.910,-,Services / Retail (Department & Discount) / 
Zhongxin Fruit,0.004,0.004,-,26 Jul 2019,4.22M,1.06B,5.49%,0.00,0.06M,SGD 0.00503,SGD 0.00503,1.987,0.183,1.811,0.269,-,-,10.91M,-,15.11M,147.62M,6.19M,7.135,7.020,-6.98M,-,23.10M,5.44M,9.204,2.13M,9.200,-7.195,-23.254,-,Consumer/Non-Cyclical / Food Processing / 
ZICO Hldgs,0.139,0.139,-,26 Jul 2019,45.07M,324.25M,44.55%,0.00,1.21M,SGD 0.14303,SGD 0.14303,40.327,1.495,12.675,1.084,-,-,19.35M,3.104,59.61M,213.19M,15.96M,2.875,2.481,-2.12M,-,30.14M,8.53M,8.662,1.05M,5.901,26.890,-27.735,-,Services / Business Services / 
